Source	RelationType	Target	DepType
urn:cite2:gagdt:tokens.v1:Aesch_Ag_423	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_424	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_425	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_426	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_427	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_428	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_429	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_430	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_8	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_25	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_431	ExD
urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_432	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_433	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_435	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_434	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_435	ExD
urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_438	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_437	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_438	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_439	AuxX
urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_440	SBJ
urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_441	PNOM
urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_442	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_431	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_432	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_433	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_434	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_435	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_436	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_437	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_438	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_439	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_440	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_441	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_442	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_9	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_26	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_10	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_443	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_443	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_444	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_445	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_10	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_443	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_444	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_445	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_10	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_27	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_448	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_446	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_447	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_449	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_448	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_449	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_451	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_450	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_452	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_451	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_449	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_452	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_454	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_453	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_454	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_455	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_446	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_447	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_448	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_449	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_450	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_451	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_452	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_453	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_454	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_455	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_28	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_458	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_456	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_475	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_457	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_461	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_458	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_458	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_459	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_458	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_460	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_473	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_461	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_463	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_462	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_467	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_463	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_463	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_464	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_467	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_465	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_468	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_466	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_461	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_467	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_468	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_471	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_469	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_467	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_470	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_471	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_461	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_472	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_475	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_473	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_475	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_474	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_475	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_476	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_456	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_457	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_458	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_459	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_460	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_461	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_462	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_463	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_464	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_465	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_466	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_467	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_468	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_469	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_470	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_471	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_472	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_473	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_474	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_475	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_476	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_29	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_481	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_477	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_478	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_481	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_479	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_481	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_480	ATV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_482	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_481	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_478	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_482	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_484	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_483	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_482	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_484	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_489	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_485	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_485	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_486	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_489	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_487	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_489	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_488	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_490	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_489	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_484	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_490	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_490	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_491	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_491	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_492	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_491	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_493	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_494	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_477	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_478	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_479	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_480	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_481	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_482	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_483	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_484	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_485	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_486	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_487	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_488	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_489	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_490	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_491	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_492	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_493	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_494	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_30	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_497	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_495	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_507	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_496	ADV
urn:cite2:gagdt:artificial.v1:Aesch_Ag_11	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_497	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_497	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_498	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_499	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_500	PNOM
urn:cite2:gagdt:artificial.v1:Aesch_Ag_11	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_502	PNOM
urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_503	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_496	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_504	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_507	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_505	PNOM
urn:cite2:gagdt:tokens.v1:Aesch_Ag_507	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_506	AuxY
urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_507	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_509	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_508	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_505	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_509	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_519	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_510	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_516	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_511	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_516	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_512	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_516	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_513	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_516	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_514	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_511	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_515	ATV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_519	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_516	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_519	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_517	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_525	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_518	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_509	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_519	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_523	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_520	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_520	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_521	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_523	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_522	ATV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_525	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_523	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_525	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_524	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_519	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_525	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_525	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_526	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_526	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_527	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_531	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_528	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_531	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_529	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_529	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_530	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_526	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_531	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_532	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_496	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_11	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_495	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_496	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_497	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_498	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_499	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_500	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_501	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_502	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_503	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_504	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_505	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_506	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_507	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_31	none
